Movement,Nose.x,Nose.y,Neck.x,Neck.y,RShoulder.x,RShoulder.y,RElbow.x,RElbow.y,RWrist.x,RWrist.y,LShoulder.x,LShoulder.y,LElbow.x,LElbow.y,LWrist.x,LWrist.y,MidHip.x,MidHip.y,RHip.x,RHip.y,RKnee.x,RKnee.y,RAnkle.x,RAnkle.y,LHip.x,LHip.y,LKnee.x,LKnee.y,LAnkle.x,LAnkle.y,REye.x,REye.y,LEye.x,LEye.y,REar.x,REar.y,LEar.x,LEar.y,LBigToe.x,LBigToe.y,LSmallToe.x,LSmallToe.y,LHeel.x,LHeel.y,RBigToe.x,RBigToe.y,RSmallToe.x,RSmallToe.y,RHeel.x,RHeel.y
13,567.62695,163.78696,594.4684,231.88716,544.6791,231.931,485.64734,267.8449,440.50473,272.5648,635.47205,231.82251,635.4382,268.17572,594.5117,231.82011,603.8238,404.17044,572.01953,408.7054,603.73627,512.93634,599.37946,599.41815,639.9332,395.0528,708.1507,458.72144,703.4281,581.08344,562.9018,159.17653,590.0974,159.06395,562.6871,163.76094,617.3613,163.58055,730.76514,608.3342,739.5702,599.3698,680.876,594.53644,621.8463,630.8897,599.1227,630.90027,599.3304,608.34314
13,571.8962,163.76932,594.48,231.94254,540.257,231.98958,481.30322,263.43488,440.37585,268.12006,635.5731,231.87776,635.3419,268.0302,594.46796,231.96124,603.8588,404.17053,572.05585,408.6939,603.6849,508.5173,599.35956,599.4156,639.9689,395.0678,708.1198,458.61566,698.83,576.5839,562.90704,159.15985,590.1181,159.05713,558.5879,163.81541,617.3281,163.60701,717.1649,608.29297,730.7543,599.3679,671.90576,590.1554,621.82635,630.87854,599.11975,630.8858,599.354,608.333
13,567.60626,163.76247,594.5035,231.95515,540.1871,231.98103,476.69342,263.40982,431.4337,268.0323,635.67316,231.94356,635.4518,272.5183,594.467,236.34387,603.7814,399.69223,571.948,408.55295,603.68677,508.4535,599.2945,599.4026,639.9178,390.5923,708.0039,458.5205,689.9638,590.0018,562.8788,159.1505,590.1026,159.0427,558.5673,163.81868,617.34314,163.58998,712.67566,608.2447,721.5827,599.3337,671.7727,594.7499,626.3228,630.79504,599.26855,630.8579,599.22565,608.3294
13,571.89703,163.7418,594.45514,231.89435,535.72815,231.93158,481.12277,258.9449,435.81775,258.95993,635.63043,231.87457,635.5552,268.0163,590.148,231.91759,603.69885,399.57126,567.5606,404.14905,599.4479,508.37656,599.27936,599.3044,635.6792,390.47565,707.9771,454.30627,685.29486,589.97,562.8884,159.1306,590.13586,159.02643,558.4637,163.71632,617.3125,163.61203,708.0712,608.3328,712.57416,599.39886,671.5847,594.6698,626.3624,630.8077,599.27844,630.8531,599.20197,608.18036
13,567.6219,163.74461,594.4983,231.97987,535.74664,231.98193,481.2106,259.00394,431.33868,254.40207,639.96735,232.00482,635.4068,272.7145,599.06604,263.41147,603.731,399.67502,567.58344,404.2212,599.4182,508.37485,599.24164,599.2631,635.7228,390.60233,708.03796,458.49426,671.8566,576.5449,562.8898,159.11087,590.11505,159.02351,558.50385,163.68013,617.2694,163.56483,703.5067,608.17993,707.931,599.3142,662.6089,590.14514,626.3184,630.71716,599.2632,630.75946,599.1467,603.8737
13,567.5769,163.69547,594.5262,231.9203,540.2393,231.90915,481.1615,250.0273,426.93854,241.02724,635.7092,231.94653,635.5297,272.67126,599.18427,263.437,603.72296,399.6549,567.60187,404.206,599.3837,503.9379,599.18317,599.38025,635.68994,390.57657,708.0214,454.29156,671.638,576.4921,562.8697,159.06525,590.067,158.98543,562.7104,163.59877,617.2556,159.42265,698.95807,608.2984,703.53265,599.4127,658.0891,590.03534,626.28754,630.7558,599.2302,630.81665,599.0839,608.30505
13,567.5415,163.64935,594.4845,231.88531,540.1675,231.87842,481.1591,245.5177,431.34763,240.84274,635.69037,231.95471,635.41766,277.0849,594.76044,263.48834,603.6856,399.55225,567.55597,404.12823,599.31885,508.39993,599.1575,599.37164,635.6549,386.18976,707.999,454.26028,667.342,571.9552,562.85046,159.01007,590.0365,154.77176,558.5382,163.61786,617.2419,159.40833,689.8863,608.3104,703.2549,603.6461,649.14954,585.4906,626.2862,630.69965,599.2222,630.76917,599.0755,608.30084
13,567.534,163.59906,594.5227,231.85197,540.18,231.86378,481.12573,240.96982,426.76865,236.41139,639.9312,231.9377,635.5522,272.8422,599.0657,263.64578,603.6874,399.59158,567.5427,404.2018,599.2838,504.0039,599.1977,599.3086,635.66797,386.18173,708.0471,454.24136,667.2737,567.4874,562.8499,158.95445,590.0318,154.7174,558.5673,159.3625,612.87756,159.37337,680.7841,608.2718,698.834,599.42065,649.0777,576.42554,626.281,630.69586,599.20575,630.7572,599.1513,608.1828
13,567.5525,163.57622,594.4627,231.87605,535.81256,231.85568,476.79214,236.56512,422.4254,236.16321,639.9138,232.01198,635.41986,272.64127,594.78,263.52554,603.6351,399.52914,567.4825,404.1136,599.3364,503.9931,599.16626,599.30817,635.64026,386.15387,708.08075,454.27234,667.0994,563.038,562.8708,154.77592,590.0629,154.69208,558.5531,159.35483,612.86206,159.38359,676.3052,603.8949,694.36176,599.3114,644.5311,567.4791,621.87384,630.7518,599.0905,630.76886,599.16284,603.8856
13,567.5451,159.45883,594.4401,231.90376,535.7131,231.89485,485.6623,236.49556,431.3117,231.85596,639.98846,236.14589,635.4264,272.72888,594.5684,263.44122,603.6451,395.12592,567.46796,404.05713,599.3557,508.38065,599.12103,599.282,635.6743,386.12744,708.1254,454.22968,662.6323,562.9768,562.86676,154.74985,590.0487,154.68147,562.6844,159.33643,612.8165,159.38043,676.23444,608.2273,689.8523,599.27716,639.90906,567.46124,626.26843,630.72577,599.1652,630.78015,599.0636,603.86084
13,567.5463,159.44681,594.46844,231.90497,535.77167,231.84477,481.27893,236.4255,431.36234,231.61978,639.97705,236.16359,635.5393,277.24673,599.33105,272.47684,599.44635,395.13043,567.4344,404.094,599.29926,508.4259,599.114,599.39105,635.66064,386.10477,708.2094,454.10233,658.14056,562.84326,562.8752,154.74913,590.0467,154.67574,562.7601,159.29327,612.7999,159.37703,676.22437,603.66595,680.78845,594.83984,635.56885,567.4582,626.3113,630.76605,599.23303,630.84735,599.06433,608.27844
13,567.52673,163.56139,594.48883,231.85315,535.7626,231.77274,481.251,236.28557,435.85034,227.18718,639.92365,236.1294,635.6506,286.21252,599.1947,272.49902,599.427,395.05902,567.4004,399.66687,599.3285,508.3978,599.11865,599.3611,635.65985,386.06754,712.4847,454.06418,658.2148,562.7429,562.86755,154.77936,590.0242,154.70575,562.8057,159.32828,612.79047,159.39366,671.9937,599.36896,680.8352,594.77295,635.6391,567.3642,621.9326,630.7952,599.1448,630.8588,599.103,608.2444
13,567.49115,163.5842,594.4769,231.82063,535.6816,231.74745,481.14282,231.93842,435.89023,222.6486,635.7011,231.98349,635.69037,286.19345,599.0996,272.5303,599.4355,395.1514,567.4045,404.10068,599.3399,508.38757,599.08923,599.36285,635.67505,386.13202,712.4979,454.02197,662.5883,562.7258,562.84393,158.96521,589.97406,154.74731,562.88245,159.33798,612.7782,159.40144,671.98987,599.27936,680.8597,594.70825,639.95935,563.13574,621.9126,630.80225,599.13385,630.86835,599.07166,608.2236
13,567.49164,163.59663,594.402,231.81664,531.32745,231.76668,476.65527,231.81358,435.93686,213.72002,635.6171,231.98878,635.64996,286.30325,594.83044,272.59805,599.41205,395.12057,567.4047,404.09564,599.30365,508.40222,599.1198,599.40063,635.6334,386.09598,712.5648,453.94998,662.60815,562.77704,562.8445,158.97775,589.962,154.75932,562.8912,159.34784,612.76086,159.4087,676.1913,603.644,685.3038,599.0023,639.9438,563.1205,626.26184,630.8341,599.17316,630.89386,599.1047,608.2487
13,567.49084,163.63599,590.16095,231.7771,531.20917,231.6685,472.2418,231.66737,431.38583,204.63492,635.55493,231.97159,635.714,290.756,599.05115,272.80887,599.4406,395.10294,567.4451,404.09625,599.31195,508.44516,599.1899,603.7523,635.6554,386.0721,717.017,453.9138,666.977,562.76697,562.85126,159.02855,589.95013,158.98854,562.90546,159.33476,612.7443,159.44165,676.32587,603.7494,694.3165,599.10724,640.10803,563.0777,626.4168,630.8479,599.3254,630.9429,599.1379,612.8161
14,567.4553,163.65535,590.1414,231.817,531.23315,231.74655,476.7801,231.676,435.9678,204.58165,635.4934,231.9894,635.5196,290.82523,594.45526,277.14044,599.43866,395.16757,567.451,404.18713,599.36,508.48843,599.1759,603.6626,635.6565,386.09915,717.02203,449.55655,667.2307,562.8509,562.8289,159.0455,585.6516,159.00891,562.9341,159.37627,612.75214,163.55666,680.8836,603.74005,698.91876,599.1468,649.03076,563.1012,630.7037,630.8028,599.39966,630.9176,599.0701,612.7237
14,567.4438,163.70352,590.1141,231.84691,531.1955,231.7803,481.11185,231.6816,435.95346,200.23479,635.48303,232.01625,635.51764,295.22516,590.1581,277.08356,603.66144,399.58344,567.4931,408.54034,599.35724,508.46936,599.2225,599.36426,635.69653,386.13263,717.2046,449.57626,667.3415,562.84875,562.8277,159.0927,585.6314,159.06812,562.93933,163.62871,612.73303,163.59554,689.82764,603.6998,703.2604,599.1204,649.13416,563.1168,630.74225,630.7227,603.65686,630.81635,599.0856,608.2642
14,567.41766,163.7318,590.0933,231.84206,531.1774,231.79575,472.22287,227.35858,431.37192,195.69774,635.45685,231.99174,635.5607,290.84262,585.4859,272.68808,599.4012,399.63116,567.40735,408.58557,599.3366,508.5116,599.1744,599.3979,635.628,386.16702,717.1983,449.42975,671.79626,562.9775,562.8167,159.11638,585.605,159.0976,0,0,612.71234,163.63995,698.9348,603.76855,703.70624,599.12854,658.17444,567.47375,630.7371,630.7105,603.6948,630.83295,594.80664,608.36896
14,567.4836,163.74982,590.09485,231.7973,531.19135,231.7282,472.10907,227.35663,431.35358,191.03331,635.42285,231.92574,635.65063,286.23813,589.9491,272.55023,599.3321,399.651,563.16113,408.60287,599.28986,508.5116,599.08813,599.3812,635.55615,386.17032,717.13007,449.40607,676.2968,563.05164,562.8453,159.14809,589.9634,159.11423,562.8965,163.71996,612.76276,163.69566,707.85266,603.72314,708.2319,599.0826,662.7368,571.8901,626.37976,630.709,599.3438,630.81635,594.7056,608.34283
14,567.5211,163.74911,590.1263,231.86935,531.1962,231.77008,458.72842,227.33237,431.39066,191.04137,635.4634,236.1475,635.56415,295.3455,594.5192,281.77625,599.3826,399.62506,567.38086,408.56,599.3027,512.90295,599.1293,599.364,635.6194,390.47498,717.1411,449.3318,680.9297,563.10767,562.8511,159.16324,590.0183,159.11273,562.8825,163.71725,612.82245,163.7276,712.5181,603.7577,717.12103,599.1249,667.1893,572.0583,626.3383,630.7054,599.2832,630.79285,594.785,608.32324
14,567.6014,163.80042,590.1105,231.80971,531.0979,231.74236,463.09372,227.28995,431.39044,195.5156,635.47833,231.93404,640.1088,281.81186,594.5735,272.81766,599.35803,399.6158,567.38257,408.5636,599.36475,512.91046,599.19696,599.4192,635.5703,386.16833,717.12067,445.06216,698.79553,562.962,562.87836,159.20155,590.1379,159.1613,558.4881,163.75955,617.2295,163.81342,717.22626,599.4007,730.74713,599.0315,671.784,567.5642,621.93225,630.7082,599.1698,630.8058,599.0775,608.3765
14,567.6065,163.92723,590.06244,231.87569,526.8609,231.84691,454.19873,227.14034,431.29218,190.9677,635.4174,232.02032,640.0113,286.32227,590.12897,272.5176,599.3717,399.63913,567.4025,408.56787,599.33234,508.4964,599.24036,599.3371,635.5796,390.47668,721.6291,444.93173,703.31616,562.7996,562.87695,159.29897,590.1522,159.2708,558.4707,163.87263,612.8764,163.92047,726.1954,599.15265,739.54095,594.62445,676.33325,567.4058,621.8989,630.6782,599.14636,630.76624,599.1126,608.2342
14,567.5414,163.94936,590.0725,231.88858,531.1641,231.8774,472.14734,231.68051,440.44952,195.48898,635.414,236.13727,640.1741,290.6891,599.10345,277.2361,599.38385,399.59174,567.448,408.51807,599.3824,503.9523,599.25165,599.29,635.55505,386.1686,721.703,444.98166,707.9206,563.07416,562.8442,159.31793,590.08093,159.31482,558.551,163.91055,612.8544,163.9582,739.8235,603.7658,744.4106,599.00183,689.96173,576.47266,621.82446,626.454,599.07086,630.7062,599.15967,608.197
15,567.5466,163.95203,590.12164,231.90909,531.17706,231.93025,467.61505,227.2609,440.3741,186.50516,635.47217,236.14969,644.5887,286.2124,599.1583,281.65802,599.34937,399.5903,567.4151,408.5397,603.62726,499.514,599.25275,599.3004,635.5386,386.15024,730.64734,445.01093,712.5174,563.0098,562.82733,159.34406,590.0749,159.30737,558.45123,163.9814,612.82935,163.95457,744.27246,603.73883,748.9715,594.8254,698.95544,572.06714,621.8337,630.69104,599.0533,630.77045,599.1658,608.20435
15,567.5956,163.97006,590.0559,231.87265,531.2123,231.90662,472.18552,231.53886,445.0084,191.05237,635.3325,231.99367,649.0326,290.6869,599.1802,281.8127,599.3538,399.59787,567.4512,408.5638,603.6853,503.98105,599.2517,599.2822,635.5142,386.15356,735.1365,449.27307,717.1505,567.419,562.8434,159.34715,590.1444,159.3349,558.3891,163.91588,612.8055,163.99292,748.9042,603.86255,758.0114,599.1075,703.503,585.5137,621.8719,630.6671,599.0812,630.75305,599.16785,603.8785
15,571.9475,163.97215,589.99915,231.8959,531.1623,231.94717,476.69434,231.574,444.98187,186.4779,635.2713,231.9858,653.5603,286.27335,594.6035,277.19803,599.31195,404.04346,567.40686,408.68243,599.42523,508.50403,599.26886,599.27167,635.48474,390.474,730.75195,449.33884,735.26746,567.3972,562.8983,159.33327,594.4058,159.35265,558.3004,163.92036,612.7539,168.22772,757.90686,603.6548,771.53815,594.7692,712.57416,585.5454,626.23395,626.44,599.13934,630.7038,599.2031,603.8299
15,571.96136,163.98215,589.98846,231.90845,531.1611,231.9312,481.07205,231.61217,449.31833,186.44348,635.3103,236.14023,653.60645,290.7515,598.9792,295.20148,599.2686,399.629,567.35297,408.57675,599.4034,508.4169,599.314,599.3106,635.44904,386.1684,735.05286,449.37845,739.7912,571.89435,562.8912,159.3448,594.40875,159.35162,558.30896,163.93959,612.7386,164.05225,771.5517,603.86145,776.1874,599.00745,721.6855,590.1788,626.27997,626.4474,599.1832,630.71466,599.25195,603.87744
16,576.427,168.23613,589.95557,231.89961,531.1148,231.97571,481.29187,231.65381,449.40994,181.95847,635.29297,232.00221,653.6445,286.2994,599.2619,299.69064,599.2676,395.13507,563.1398,404.14227,599.3613,503.89606,599.30865,599.34436,635.4579,386.08173,735.09546,449.50278,744.25836,567.3985,562.97504,159.42578,594.4407,159.42738,558.29584,163.96764,608.25055,164.02258,776.0416,599.1572,780.6946,594.4596,735.1176,590.01227,621.917,626.4258,599.15204,630.6825,599.2537,608.2123
16,581.01276,168.25632,589.9377,236.1752,531.097,236.21767,485.57233,231.78047,449.53207,190.90433,635.31616,236.33685,658.1021,295.27008,594.7053,295.3114,599.36847,404.06683,567.3747,408.66406,599.4417,503.94608,599.33246,599.4224,635.5993,390.55453,735.1369,449.62756,748.9383,567.4125,563.0971,159.4473,594.58307,159.41945,558.2957,164.0296,608.3044,164.04062,780.47186,599.19275,789.66736,594.50104,739.86743,590.0302,621.9234,626.4418,599.16046,630.69946,599.253,608.3424
16,585.571,168.27838,585.5842,236.2371,526.80554,236.29262,481.31436,231.75426,449.51956,181.93704,635.29236,236.3667,658.20135,295.22635,599.1207,299.7535,599.3327,404.17847,563.1298,408.77005,603.7073,504.02777,599.36945,603.7447,635.6024,390.65555,735.09015,453.83215,753.4032,571.93024,567.3957,163.55524,594.6739,159.42242,558.2513,168.27142,608.319,168.25232,785.2333,599.198,803.22565,594.5338,744.16125,594.50574,626.2919,630.69794,599.2366,630.77747,599.2601,612.83215
16,590.05853,168.3254,585.62976,236.26189,526.7666,236.30182,481.34793,231.86592,449.67365,190.89326,635.3861,236.40793,662.54095,290.74854,599.04785,299.7648,599.3583,408.58426,563.11053,413.0841,603.7629,504.02692,599.2997,603.84955,635.6768,395.14606,735.1772,454.02478,758.0019,576.54846,567.5619,163.5987,594.78986,163.56947,558.2572,168.24869,608.3235,168.28397,789.8009,599.1778,807.7503,594.5403,744.4174,594.7496,621.9138,630.70306,599.208,630.8169,599.1633,617.2875
16,590.20233,168.39584,585.5446,236.40843,526.63635,236.47795,476.69925,231.60588,449.44098,163.9488,635.4303,236.46143,662.56195,295.3526,603.68384,304.41208,599.4028,408.63745,567.3606,413.11176,603.8771,504.00226,599.29767,608.1745,635.7002,399.63733,735.1472,454.23804,771.3958,585.5037,571.9225,163.64583,594.859,163.60155,558.2068,168.3113,608.366,168.33688,798.71924,594.8421,812.10736,594.391,753.3137,599.0996,621.91766,630.74896,599.23303,630.86584,599.1516,617.33496
16,594.47577,172.79938,585.52057,236.4294,526.6531,236.54582,476.70535,231.58615,449.6969,163.768,635.3077,236.43117,667.0147,295.3326,599.32794,304.34863,603.6522,408.667,567.4511,413.13037,608.2217,512.90076,599.35236,608.2142,639.9278,399.68472,735.1634,458.4906,771.5382,589.9314,572.0625,163.7215,599.0351,163.70972,558.22986,168.33006,608.33954,168.48853,812.19354,594.8156,812.4145,590.15607,753.49316,599.1819,621.8782,630.71954,599.21454,630.82715,599.2078,617.35956
17,594.61615,172.85307,585.51874,236.49315,526.6413,236.59473,472.19318,231.60388,453.97076,163.90063,635.33234,236.46559,662.7411,299.84238,599.29395,304.46393,603.72,408.66196,567.4915,413.1396,608.3456,513.05493,599.3612,603.8493,639.9932,399.67084,735.10254,458.62946,776.02264,589.98883,580.94476,163.75403,599.1608,163.77916,558.23083,168.39914,612.85315,177.3507,817.02673,599.1313,817.1312,594.4482,766.8993,599.2547,621.9221,630.7301,599.21313,630.8239,599.2155,612.8556
17,594.66437,172.89348,585.52625,236.50314,526.592,236.57741,472.16965,231.79411,454.10764,168.29402,635.39996,236.50047,662.7496,299.89926,603.8702,308.71216,603.66974,408.58517,567.44824,413.10126,617.23883,517.48224,599.38116,603.8236,639.95435,399.54825,735.0599,463.10464,776.1384,585.5481,581.01654,163.76312,599.2113,163.81845,558.2173,168.41125,612.87103,177.39325,821.42145,599.109,821.58466,590.1868,767.03345,599.1255,626.25775,630.74713,599.2158,630.8086,599.21906,612.7753
17,594.8219,172.97603,585.52893,236.57326,526.5499,240.8408,463.21945,231.7236,458.57166,164.01315,635.4558,236.53343,666.99493,299.8813,603.7989,304.5113,599.40967,408.62875,567.3632,413.12442,617.2379,513.0087,599.42926,603.77106,635.70557,399.62314,730.64044,467.66284,776.26086,585.4631,585.6026,163.81392,599.4014,163.89464,558.2971,168.44879,0,0,821.39856,594.79724,825.8789,590.0292,771.50977,599.0791,626.2395,630.70435,599.2419,630.7386,599.2754,612.73584
17,599.07623,177.45694,585.5942,240.79121,526.6254,240.86198,467.73123,231.91255,458.64804,168.46484,635.4345,236.5625,667.0015,299.9297,608.1763,309.03696,603.7685,413.00037,567.5156,413.2581,617.2362,512.91974,599.403,603.6742,640.0419,404.1936,730.65454,472.19275,780.40674,581.0675,590.09674,163.90746,603.7317,164.01231,558.40015,168.48358,0,0,826.07,594.5722,830.5095,585.47455,771.5528,598.96716,621.81635,626.4004,599.1339,626.4521,599.2536,608.32117
17,599.2212,181.9765,581.11523,240.82344,526.4985,240.90417,463.05164,231.79468,463.15463,164.00586,635.32935,236.624,667.02985,299.89703,621.89594,313.39325,603.69836,413.00653,567.53564,413.33377,617.25397,517.3774,603.68024,599.37354,639.91327,404.1497,726.16534,476.6841,776.1819,571.9311,594.4253,164.00764,603.8505,168.27911,558.4356,172.77351,0,0,826.0578,594.5693,830.575,580.99744,771.4339,594.5255,621.81366,626.2901,599.12286,626.3007,599.3917,603.8773
17,599.3725,186.4421,581.11926,240.85066,526.50964,240.91766,463.05713,231.7533,472.21335,163.78113,635.27625,240.85579,667.08044,304.1836,621.90265,313.37454,603.79,413.12515,567.56805,417.60187,621.81384,517.54785,599.4429,603.63184,640.0044,408.56534,726.0935,481.1063,776.2483,572.04004,594.58453,168.27527,608.2678,168.3517,558.51715,172.82741,0,0,821.58606,590.13385,825.8924,572.0768,771.5864,594.6584,626.2819,626.42444,599.2364,626.44476,599.2511,608.21466
18,599.35693,186.4062,585.4595,240.89348,526.5593,240.99283,463.08975,231.96901,481.07974,163.95245,631.1333,240.87689,667.1292,299.92184,630.87067,318.08838,603.7343,413.09622,567.5134,417.5858,621.85175,517.51794,599.43994,599.4338,639.94525,408.527,721.6333,481.2331,780.44,576.42755,594.5761,168.259,608.2785,168.33768,558.55615,172.8927,0,0,825.9395,589.928,821.56726,571.92944,775.96924,594.72614,626.46643,626.4261,603.6478,630.695,599.18085,608.24225
18,599.44147,181.97823,585.4901,240.79837,526.5834,240.89365,463.1819,236.38086,481.34665,168.30414,631.1292,240.79282,667.3052,304.34808,631.0657,318.08157,603.7427,413.04117,567.5446,413.37338,621.7986,512.98755,603.79315,599.3897,639.93414,404.17218,721.62445,485.55264,780.84814,581.0039,594.6712,164.03854,608.3323,168.28445,562.7172,172.87033,0,0,830.48346,585.6038,830.4126,571.921,780.60077,599.024,626.32465,626.42456,599.3345,626.4227,603.7025,608.1883
18,603.726,181.92079,585.5507,236.59492,526.6317,240.84676,467.69098,236.44029,485.703,168.27937,635.2708,236.55518,667.3989,304.32483,630.9348,322.6102,603.8031,413.15015,571.9122,417.6415,621.92773,517.37177,603.8392,599.38824,639.97473,408.5692,721.5784,485.677,785.2471,581.07983,594.76056,164.04485,612.70844,168.2522,562.8162,177.30646,0,0,839.48303,585.57623,839.4615,567.5968,780.8194,599.086,626.25616,626.453,599.27124,626.41394,603.7714,603.8749
18,608.19684,181.95789,585.48517,240.8284,526.62573,240.9373,467.63193,236.4019,485.99988,163.99889,631.0103,236.59401,667.361,304.2128,631.13275,322.46185,603.74835,413.15414,571.927,417.6759,621.8794,517.45355,603.871,603.6362,635.6918,408.54675,712.72003,485.8373,789.70526,585.56006,598.97955,168.31093,612.7635,168.23367,562.8997,181.96063,0,0,839.47424,576.56006,835.0155,567.3965,785.2498,599.1952,626.25256,626.42584,599.31323,626.3988,603.80133,608.2248
18,608.37134,186.49805,585.46234,240.93103,526.6168,240.97635,467.69537,236.57458,490.1707,168.44937,631.0899,240.83623,671.6677,299.89362,635.6546,331.54755,603.7897,413.23672,571.93384,417.74973,626.37866,517.5568,603.8502,603.8412,639.9266,408.65533,712.723,485.89508,794.19244,585.5112,599.0948,168.48294,612.85345,168.33298,562.8992,186.4794,0,0,848.42645,567.5412,843.9782,562.8791,789.71906,599.147,626.3255,630.69696,599.38306,630.70953,603.6726,612.7946
18,612.8632,190.84648,585.635,245.34184,526.6748,245.40573,472.24216,236.5831,490.40665,172.88698,635.43915,240.99963,671.8482,299.88373,635.6534,331.6145,608.2648,417.58173,576.4293,417.92416,630.6521,521.91504,603.78534,608.2453,640.1291,413.11316,717.2232,490.25705,798.7547,585.5976,599.2052,172.76291,621.7549,168.43527,562.95526,186.49036,0,0,844.16736,567.4821,843.932,562.8264,794.24506,599.17883,626.33704,630.7217,603.62787,630.76636,599.3464,617.26953
18,617.29126,190.86772,585.5186,245.39162,526.7087,245.46988,472.18265,240.93628,494.99463,168.30931,631.0714,241.0463,671.9236,299.89853,635.68225,327.1172,608.2087,413.40613,576.4532,417.9134,630.6934,522.12445,603.715,608.36035,640.027,413.04214,717.04553,490.30203,803.1642,585.6069,599.2637,172.80365,621.8544,168.48552,563.01685,186.50417,0,0,848.56964,563.05975,844.0566,558.51465,798.7393,599.1622,626.3033,630.7365,603.6458,630.79584,599.266,617.32306
18,621.73706,190.91467,585.52893,245.40929,526.70544,245.52989,472.16132,240.85277,494.93323,172.79222,631.1012,245.36203,671.941,299.87286,640.15424,336.04724,603.8277,413.257,572.04004,417.77423,630.69446,521.9482,603.7601,608.2182,639.919,408.6715,708.28784,490.18,798.6901,585.5345,599.37823,172.88736,626.20715,172.82368,563.1252,190.79625,0,0,848.4542,563.03015,843.95,558.48193,794.24176,599.1902,626.2938,630.68176,603.6424,630.7216,599.3078,612.86237
18,626.2483,195.3005,585.45734,245.40689,526.7351,249.94301,472.22983,245.49718,494.8124,186.4325,631.0126,245.36441,671.92346,304.1397,644.619,335.97385,603.76776,413.37958,571.9358,417.95297,630.78125,522.1279,603.714,608.36456,635.6985,408.7442,708.20544,490.2426,803.1504,585.57605,603.75,181.88988,626.3434,177.3126,567.4413,191.02896,0,0,848.4084,562.9667,843.90985,558.43866,798.7528,599.2071,621.9281,630.7226,599.3769,630.769,599.2698,617.2928
18,626.3144,195.48653,585.47375,249.88853,526.7004,254.39674,472.14465,245.48363,503.96146,172.84961,631.0466,245.499,671.8052,304.1991,649.1171,340.57266,603.7959,413.4192,571.97034,417.9612,630.8185,522.0576,599.45074,612.73047,639.9122,413.0249,708.19604,490.25345,803.2556,585.51715,603.83264,186.42409,626.4361,181.93324,567.52295,191.04648,0,0,848.5545,562.82996,844.02386,558.3033,803.24115,599.17993,626.2907,630.73364,603.66113,630.8083,599.1566,617.3174
18,626.3324,195.56914,581.0731,249.95416,526.6652,254.49722,476.67245,254.51038,503.99503,186.34517,630.9561,249.86702,676.23694,304.3006,658.0691,340.48972,603.86865,417.68893,572.0561,422.3415,630.9159,526.4742,599.44696,612.84595,639.9685,413.10492,708.2234,490.33612,807.6458,585.4935,603.84357,186.50262,626.47876,186.40718,567.5193,191.06639,0,0,848.58734,562.74725,844.07526,558.2026,807.66876,599.1757,626.4329,630.7933,603.80225,630.89307,599.1098,617.37555
18,626.4029,195.64462,580.9981,250.03001,526.6558,258.9305,481.17154,258.9654,512.997,186.44807,630.8012,249.93974,676.30286,304.2956,658.1231,340.49985,608.27765,417.77246,576.55493,422.4165,630.87476,526.76514,603.68384,612.82745,640.05853,413.20596,708.2596,490.432,807.6674,585.5511,608.2107,190.90024,630.7076,186.49426,572.0668,195.30634,0,0,848.67163,558.4423,844.1421,553.89,807.65485,599.27,626.433,630.82007,603.8289,630.90094,599.1857,617.3004
18,626.4691,199.84943,585.52423,254.4614,526.82495,258.9618,481.17505,263.4303,512.9543,190.88206,630.8787,249.96072,676.2692,304.24973,662.763,340.52512,608.3679,417.75568,581.06134,422.38034,630.92285,526.6386,603.6525,612.80206,640.09106,413.20645,708.2394,490.41315,807.7082,585.6096,608.3077,191.08163,630.76495,190.86353,576.489,195.42805,0,0,848.77057,558.3835,848.4076,553.8204,807.69727,599.3186,626.3236,630.83276,603.71936,630.8984,599.14594,617.2946
18,630.67773,199.88638,589.942,258.97687,526.82776,263.38254,481.2617,263.4853,517.3924,195.37051,631.124,254.46063,676.2871,304.56018,662.75073,345.0125,612.7825,417.65588,585.60693,417.99356,631.0214,526.4875,603.7905,608.2971,640.0274,413.1269,708.17596,490.38324,807.7831,585.6007,612.71234,195.26358,630.79626,190.91867,576.5242,195.44978,0,0,853.05524,558.1717,848.4614,549.3669,807.8354,599.2646,626.43805,626.44006,612.7088,630.86835,599.1352,617.29193
18,630.7464,199.92284,585.5781,258.9149,526.86646,259.0592,481.31094,263.57895,517.51337,195.3944,630.9695,254.464,680.7719,304.412,667.17596,345.07883,612.80695,417.5835,590.0596,417.85162,698.9487,485.6576,812.2154,590.0563,635.6885,413.12393,707.957,494.97415,803.2558,585.5689,617.27673,195.28612,630.8987,191.03104,581.05194,195.42566,0,0,853.05365,553.8552,848.4932,553.71356,803.3285,599.4135,852.9745,558.163,848.56354,567.35187,812.3465,599.23004
18,630.88513,199.92007,589.92957,263.36893,526.8776,263.47058,481.25607,263.59033,521.9748,195.32875,635.2737,258.91122,680.7732,304.48856,667.2551,345.0221,612.7552,417.60498,585.6318,417.88998,698.75555,481.24475,812.16833,590.08136,639.9637,413.1327,707.91016,490.52478,803.3226,585.48846,621.7521,195.28694,630.9042,191.06966,585.5388,195.58562,0,0,853.06,553.7844,848.4785,549.29193,807.76215,599.307,848.79846,558.27686,848.5234,567.4885,812.36774,599.1838
