Movement,Nose.x,Nose.y,Neck.x,Neck.y,RShoulder.x,RShoulder.y,RElbow.x,RElbow.y,RWrist.x,RWrist.y,LShoulder.x,LShoulder.y,LElbow.x,LElbow.y,LWrist.x,LWrist.y,MidHip.x,MidHip.y,RHip.x,RHip.y,RKnee.x,RKnee.y,RAnkle.x,RAnkle.y,LHip.x,LHip.y,LKnee.x,LKnee.y,LAnkle.x,LAnkle.y,REye.x,REye.y,LEye.x,LEye.y,REar.x,REar.y,LEar.x,LEar.y,LBigToe.x,LBigToe.y,LSmallToe.x,LSmallToe.y,LHeel.x,LHeel.y,RBigToe.x,RBigToe.y,RSmallToe.x,RSmallToe.y,RHeel.x,RHeel.y
10,671.9656,195.65083,635.36505,258.9541,621.9078,259.08945,671.8789,336.00195,744.1409,340.77448,653.5253,249.89911,707.99304,272.64935,780.71454,249.87038,635.64703,417.84668,626.45306,426.83707,676.31934,517.5256,635.35583,594.5626,662.6418,413.29968,726.1467,485.93536,780.6691,576.4794,667.3327,190.93216,671.96295,191.01622,631.033,195.41132,0,0,825.928,576.5028,821.45844,567.4177,776.2262,594.65173,662.70233,603.8683,635.67554,608.25604,621.86743,594.6536
10,671.93506,195.63776,635.36816,259.0311,621.8649,263.42514,671.73065,340.47073,744.2637,344.9771,653.5668,250.0259,707.9863,272.7601,780.84827,249.99466,635.6192,417.78113,626.37836,426.78485,676.37305,517.3713,635.3932,594.4293,662.6396,413.2157,726.22595,485.9036,780.55743,572.0555,667.2814,190.92928,676.21356,190.87813,630.96466,195.40877,0,0,821.5422,576.55414,821.37683,567.41815,776.0774,594.586,667.03906,603.80634,639.94635,608.2035,621.90466,594.5325
10,671.9009,195.65466,635.39905,263.3736,617.3867,263.45554,671.93256,340.5975,744.2967,345.03897,658.0309,254.51636,717.03754,272.78656,785.23035,245.51993,635.58514,417.83447,626.2742,426.83597,676.30725,513.0134,635.41437,594.4611,662.64026,413.27188,726.2445,485.79233,780.47034,571.9801,667.2284,190.94553,676.2073,190.88809,630.886,195.41423,0,0,821.49023,580.9533,821.34534,567.4296,775.9591,594.54315,667.0643,603.77673,639.9623,603.89496,621.9227,594.5874
10,671.82495,195.74135,635.38385,259.08987,617.33563,263.46188,671.9752,340.69034,744.2403,345.1856,658.05664,254.49077,712.4859,272.8826,785.0782,254.48526,635.60724,417.84576,626.31494,426.84515,671.97943,517.4808,635.39453,594.5259,662.6349,413.2917,730.62354,485.7435,780.5107,572.0275,667.138,191.0306,671.9799,191.02202,630.80927,195.4447,0,0,821.49744,576.58795,817.1057,567.4539,776.0371,594.5682,662.7351,603.8427,635.6957,608.20514,626.24664,594.63727
10,671.6946,195.73189,635.40344,259.08743,617.3166,263.50485,671.7853,340.6785,739.9026,345.34232,658.1637,254.43202,712.5841,272.90244,785.21014,258.96774,635.6047,417.87643,626.2757,426.87137,671.9055,517.5239,635.3954,594.4461,662.6536,413.32257,730.6217,485.72818,780.47266,572.0029,666.9729,191.03644,671.822,190.94357,630.7335,195.51065,0,0,821.50793,576.52997,817.0718,567.429,776.00507,594.54663,662.6852,603.78973,635.6197,603.8584,626.26184,594.57104
10,671.63776,199.83409,635.4166,263.50342,612.87244,267.88474,671.6867,340.7004,739.8081,345.36362,662.5643,258.8854,721.6238,277.28616,785.1882,259.00186,635.46704,417.8179,621.8173,426.7784,671.62823,521.8566,635.4109,594.51654,662.5186,413.2623,730.5916,485.66122,780.43115,571.95544,666.929,191.0628,671.7887,190.9599,630.67694,195.52156,0,0,821.46265,576.5649,817.0446,567.43463,775.9764,594.50696,662.5536,603.80554,635.52045,603.8773,626.3569,594.6565
9,671.6194,199.8906,635.40784,263.46298,612.75256,263.5835,667.30334,340.7862,739.76965,349.70953,662.6265,258.97366,726.2411,281.62927,789.6916,254.4553,635.45795,417.73535,621.8614,422.40277,667.33124,522.0639,635.40106,594.49396,658.1838,413.18225,730.6025,485.67953,776.2174,567.59186,662.75916,195.26224,671.7518,191.00899,630.6614,195.51073,0,0,821.4016,580.9564,817.0253,567.4255,775.9383,594.4409,662.54736,603.75464,635.5275,603.8419,626.3568,594.61395
9,671.5581,199.91777,635.39154,263.4803,608.3431,263.5493,667.0049,340.74783,739.5611,349.68842,662.6629,263.3522,721.57733,281.63623,785.17017,263.40506,635.3274,417.6432,617.3206,422.2961,667.3135,521.9343,635.3906,594.4914,658.0309,413.0771,730.58264,481.25732,776.11414,567.5147,662.683,195.27534,671.69104,191.01437,626.48444,195.51672,0,0,821.36176,580.9732,816.9886,567.4252,771.5765,594.38275,662.55,603.79755,635.5209,603.88055,626.3538,594.6127
9,667.41595,199.94043,635.3682,263.49802,608.20575,263.58176,662.6289,340.8129,735.3279,354.20932,662.6742,263.37683,721.5788,281.72955,785.2738,263.476,635.3964,417.66757,617.31244,422.334,667.31757,517.6133,635.394,594.51447,658.18536,413.09152,730.64496,481.23203,776.0922,567.4937,662.62823,195.29114,671.6444,191.00745,626.3917,195.44794,0,0,821.3462,581.064,817.0117,567.4648,771.52454,594.3773,662.55225,603.8445,635.5125,608.1931,626.3998,594.62683
9,667.1914,199.94508,635.333,263.58615,603.87036,267.9726,662.625,345.2635,735.28705,354.20303,662.6971,263.36136,726.0831,286.18082,789.7319,263.46283,635.4679,417.77167,621.7818,426.75784,667.26184,521.88904,635.3974,594.5045,662.51996,413.1716,730.74866,481.30283,775.9598,567.46875,658.03,195.27974,667.4309,191.03696,626.21,195.46637,0,0,817.0621,581.0906,816.9202,567.48175,767.0343,590.12695,662.60187,603.8418,635.5215,608.19104,626.41235,594.6231
9,667.06445,199.92426,635.2567,263.5888,599.4398,267.92957,662.62006,345.22794,735.2639,358.85095,662.6635,263.43607,717.2001,286.18427,789.7215,263.6048,635.4525,417.5953,617.2927,422.25418,667.19836,517.5507,635.43463,594.5041,662.5578,413.01547,735.07184,481.28372,775.9953,567.4714,649.1625,195.26535,667.3176,191.04422,621.8681,195.47226,0,0,817.10913,581.09204,816.97424,567.4707,767.02386,590.1424,662.6569,603.8063,635.516,603.90173,626.4643,594.6413
9,662.74713,199.87314,631.10345,263.57404,599.31506,267.935,662.67847,349.81006,735.15393,363.30463,662.66095,263.38467,721.61035,281.72708,789.7302,263.62378,635.4718,417.57498,617.2405,422.24136,667.14557,517.52606,635.4237,594.53625,662.6381,412.97897,735.16,481.17987,775.93085,567.4141,644.56915,191.02548,667.21533,190.99452,617.33417,195.42242,0,0,817.0415,585.5122,816.97394,567.499,766.9168,590.06866,662.6302,603.82025,635.5265,608.19543,630.7114,594.6671
9,662.6064,199.85648,631.0589,263.54538,599.261,267.90628,653.58673,345.31427,730.6608,367.84753,662.63434,263.39346,726.0977,281.71838,794.31,263.5555,635.43646,413.40402,612.807,418.0161,667.1162,521.87366,635.4233,594.56256,662.6069,408.7501,735.1007,481.23785,775.8979,567.40753,640.1343,190.98245,667.1028,190.9965,612.7713,195.40134,0,0,816.9895,585.52875,816.9461,567.49817,766.8651,590.0273,662.62366,603.83875,635.5323,608.2218,630.7273,594.68524
9,662.5437,199.84497,631.07306,263.61856,599.1596,267.99905,653.6613,349.65945,730.653,367.9076,666.9621,263.452,730.62646,281.6514,798.76196,263.5725,635.4975,417.67337,612.86346,422.37125,667.1196,521.9999,635.404,594.6085,662.71436,413.0479,735.1555,481.246,775.99146,567.44556,640.05457,190.95494,667.066,190.9732,608.27356,195.39734,0,0,817.0318,585.605,816.9926,567.5733,766.9649,590.0735,662.62537,603.8591,635.54376,608.26215,626.4682,594.7286
9,653.662,195.64977,631.0758,263.6037,599.03345,267.94345,640.05,345.1309,717.12836,372.302,667.0551,263.4855,730.7118,281.72876,798.76605,263.56693,635.48553,413.42365,612.7379,422.24057,667.03766,522.009,635.41693,594.62067,662.7702,408.72455,735.1151,481.19055,775.90485,567.368,635.6506,190.84755,662.7306,190.83852,603.8574,195.43227,0,0,816.918,589.9337,816.944,567.5731,762.50037,589.94196,662.5846,603.8605,635.51874,608.25836,630.7601,594.73773
9,649.0576,195.59882,631.10236,263.59882,599.0459,267.94418,639.9208,345.25366,712.5379,372.256,667.12396,263.48618,735.17944,277.2781,803.2276,263.39395,635.3845,413.28745,608.26465,417.908,667.01013,521.9873,635.4109,594.59216,662.64716,408.58957,735.10345,476.76654,775.9281,567.3821,635.4835,190.81984,662.52655,190.79982,603.7066,195.47939,0,0,816.9904,585.64685,816.9818,567.5618,766.8893,590.00964,662.6044,603.83325,635.52814,608.2456,630.7432,594.6973
9,644.53766,195.58833,631.1161,263.54434,599.03406,267.87653,635.43665,345.09967,707.98926,367.77777,667.12354,263.47498,735.1891,277.23517,803.3337,263.52374,635.66345,413.35922,617.2758,417.96494,666.9576,522.0061,635.40826,594.5318,667.1933,408.65427,735.1894,481.1846,775.9083,567.3656,635.38354,190.82104,658.14276,190.81818,603.6522,195.4693,0,0,816.98376,585.6298,816.953,567.5537,766.872,589.972,662.6218,603.8334,635.5161,608.2341,630.7309,594.63116
9,640.15515,195.60118,631.12756,263.52078,594.8537,267.89352,630.9465,340.83752,703.5357,372.23828,667.2329,263.41638,735.31464,277.1786,807.7753,263.538,635.67084,413.36212,617.2646,417.9687,662.68463,522.0928,635.4155,594.545,667.22046,408.65594,735.1806,481.21765,775.84827,563.13104,635.286,190.85332,658.0293,190.82191,599.42474,195.49796,0,0,816.88556,585.6482,816.915,567.5311,762.40485,585.6006,662.56036,603.83453,635.46265,608.23315,630.7792,594.6473
9,639.9789,195.49004,631.1037,263.49142,594.8085,267.84326,626.42725,340.7751,698.9381,372.31943,667.2519,263.4256,739.5657,277.10205,807.6764,263.59622,635.7038,413.31863,617.28345,417.94153,662.6588,522.0464,635.4548,594.4802,667.27527,408.5919,735.1748,481.2638,775.8702,563.1158,631.0447,186.40836,653.5739,186.42421,599.34106,195.42607,667.03186,195.73158,816.8454,589.9275,816.9313,567.5326,762.4294,585.5849,662.5697,603.7777,635.4521,603.8722,630.8346,594.5741
9,635.7353,195.41367,631.10016,263.48618,594.792,263.59668,621.9099,345.1364,698.81946,372.4192,667.2512,263.43524,739.78284,272.90076,812.1119,263.51144,635.7046,413.20847,617.3004,417.83844,662.6201,522.07684,635.4702,594.50073,667.26154,404.17493,735.12317,481.2518,775.90375,563.10736,630.96814,181.98265,649.1515,181.93819,599.3119,195.40277,666.92426,195.5854,816.8592,589.9315,816.9564,567.53503,762.4871,585.5688,662.6058,603.77527,635.4796,603.8808,630.84106,594.60693
9,635.6538,195.40952,631.06384,263.46912,594.7161,263.56598,617.3041,340.75708,694.32904,372.38736,667.26434,263.38812,739.7145,272.84097,812.1631,263.52557,635.605,413.17322,612.8239,417.8095,662.6171,522.05646,635.4753,594.48865,667.15393,404.11996,735.07275,481.20932,775.9538,563.1015,630.91095,181.96313,649.0413,181.93419,599.3008,195.37222,662.6856,195.59859,816.8346,589.94696,816.9762,567.5389,766.92633,585.6003,662.5735,603.735,635.4643,603.8405,630.85864,594.6057
9,635.58746,195.37215,631.0466,263.40396,594.72534,263.55963,617.3072,345.02765,694.4003,367.88397,667.26465,259.03387,739.62103,272.80875,812.17645,263.57333,635.485,413.0749,608.37164,417.71255,662.61597,521.972,635.4725,594.4564,667.00507,399.66022,730.66943,481.1769,775.99304,563.1278,630.84894,181.91785,644.6466,181.88426,599.3064,195.35803,662.698,195.54042,816.8589,589.93494,816.9781,567.53485,767.0342,589.9332,662.6534,603.7203,635.5173,603.83466,630.8208,594.5704
9,635.45844,195.32628,631.0701,263.40494,594.71967,263.53076,612.8503,345.1142,689.9703,367.89557,667.32086,259.06525,739.6875,272.7935,812.1435,263.62122,635.55176,413.17203,612.7959,417.79733,662.66034,522.06226,635.4589,594.48816,667.07684,404.1504,730.74854,481.292,776.1186,567.4139,630.74365,181.84167,644.51855,181.82962,599.2976,195.2958,662.6317,195.4282,816.9567,585.621,816.99774,567.5399,771.46545,590.0976,662.6143,603.7063,635.4975,603.83527,630.804,594.6072
9,635.3551,191.01772,635.24603,258.97858,594.72736,258.9697,599.25903,336.09903,671.8128,367.86603,671.66656,259.0594,744.18994,272.66858,812.286,263.4416,635.5596,413.1318,612.82794,417.6729,662.67365,522.00415,635.4953,594.4069,667.0758,404.23383,730.7636,481.3017,776.1566,567.40784,626.4727,177.34055,640.13007,177.33162,599.2421,195.2521,662.6717,195.29393,817.008,589.92114,817.04846,567.5776,771.5136,590.0911,662.5999,603.6868,635.48315,603.8024,630.82153,594.5273
9,635.27277,190.89201,635.28253,254.4433,594.7254,250.02899,599.0227,327.12192,667.2695,363.36493,671.76355,258.95807,744.27637,272.61832,812.46436,259.03143,639.9323,413.20197,621.74805,417.70636,662.66455,521.96063,635.51215,590.19604,667.2839,408.61774,730.6774,485.60626,776.1798,567.43005,626.3505,172.84859,640.04645,172.87943,599.2163,191.02377,662.70197,191.04572,816.98376,589.93054,817.0466,567.5855,771.55774,590.11914,662.6059,603.6744,635.47736,603.7916,630.84033,594.52423
9,631.1301,190.85963,635.2863,254.42422,594.6917,249.9599,594.7384,327.04428,667.02155,358.86395,671.81396,258.99103,744.2759,272.62958,812.4171,263.39642,635.6249,413.0424,612.84717,413.38187,662.657,517.60614,635.5095,590.1902,667.18604,404.1888,730.61163,485.6156,776.2039,567.46594,626.2722,172.78354,640.0081,172.81837,599.2066,190.98004,662.74005,191.0277,817.0303,589.9252,817.07324,567.5959,771.6,590.1679,662.62604,603.67365,635.48047,603.79706,630.82416,594.5345
9,631.0448,190.85365,635.29736,250.02219,594.63666,249.90117,598.97314,331.583,667.23334,354.32675,671.8622,258.9322,739.9613,272.52774,812.3354,263.53574,639.929,413.06384,617.3494,413.38477,662.6609,517.53253,635.4835,594.438,667.3198,408.51825,730.6068,485.7217,776.20184,567.4872,621.92303,168.50534,635.728,172.79904,599.202,190.91684,662.6502,190.99051,817.07294,589.9404,821.3492,567.60504,775.8416,594.3682,662.60944,603.7079,635.45013,603.8377,630.81775,594.59406
9,631.01764,190.84306,635.3111,249.88727,594.6996,245.46594,594.77454,327.1185,667.0627,349.86044,671.8398,254.51895,739.89844,272.52545,812.27515,263.60876,639.921,413.00043,617.3349,413.30402,662.6898,517.512,635.4624,594.43756,667.2986,404.1926,730.64874,485.84088,776.2579,567.5774,621.8914,168.49504,635.69434,172.78152,599.2109,190.86565,662.61847,190.92749,821.3544,585.6177,821.3396,567.6098,775.9216,594.4304,662.6316,603.7145,635.46606,603.85315,630.78033,594.5884
9,631.0538,190.815,635.25183,245.48991,594.66376,245.43375,594.782,331.528,667.1005,349.65576,671.79456,254.39075,739.9296,272.4685,812.33093,263.58096,635.6212,408.7323,612.8272,413.25977,662.71576,517.40326,635.426,594.4596,667.1956,404.08368,730.59314,485.70285,776.2355,567.58276,621.9331,168.47638,635.7272,168.49982,599.19775,190.83855,662.6205,190.87114,821.34216,585.557,817.0973,567.57324,775.8892,594.4774,662.6911,603.74023,635.505,603.8994,626.4741,594.62775
9,631.01886,190.8353,631.1469,245.43695,594.6752,245.40486,599.13446,336.0109,667.2201,345.40427,671.7665,250.0224,744.31555,272.42685,812.44336,263.4006,635.4992,408.64447,612.7324,413.1858,662.7534,512.9848,635.4041,594.453,667.01825,399.6062,726.2316,485.64948,776.2542,571.8927,621.88245,168.50235,635.6879,168.50436,599.1859,190.84196,662.5856,190.81395,821.36053,585.51166,817.0846,567.55164,775.9243,594.5016,662.68823,603.7316,635.5116,603.89026,626.42975,594.6287
9,630.9694,186.52477,631.06354,245.36865,594.6508,245.36227,594.782,327.07507,662.64197,345.3371,671.5989,249.87828,739.7901,268.31854,812.5272,259.06,635.3811,404.1368,608.2937,413.03485,666.9381,512.9332,635.42194,594.44104,662.6601,390.5851,721.70465,481.2183,780.46344,571.9652,621.8269,168.4418,635.6291,168.4602,599.1817,190.80925,662.5785,186.51303,821.4641,581.05426,817.1195,567.4966,776.0269,594.5504,662.69714,603.7148,635.5344,603.8682,626.44995,594.62115
9,630.8945,186.45358,631.06226,245.37915,594.584,245.40128,598.9859,335.95087,666.96423,345.23953,671.64056,249.87265,739.84436,268.29547,812.5448,259.0782,635.4009,404.09348,608.3379,412.99466,666.9812,508.52142,635.4297,594.4612,662.6816,390.56656,721.7098,481.2129,780.52014,572.02075,621.74664,168.38184,635.567,168.4145,599.1425,186.49532,662.57245,190.8091,821.53436,580.9837,821.36725,567.47614,776.09045,594.5984,662.6841,603.734,635.5278,603.88086,626.473,594.6398
9,630.86115,186.38948,631.04535,241.05037,594.5773,245.37473,594.83234,331.6535,667.0463,345.05676,671.6251,245.45702,739.79065,268.22745,812.465,263.40506,635.39667,404.12668,608.3734,413.00854,666.99866,508.48288,635.4376,594.4723,662.64435,390.6078,721.6439,481.2721,780.4869,571.9558,617.37024,168.34122,635.5367,168.36967,599.0991,186.4476,662.54565,186.50026,821.48926,580.97565,821.34863,567.4481,776.0605,594.5591,662.7152,603.7818,635.5646,608.18665,630.71954,594.64307
9,630.8541,181.98878,631.0452,241.00623,594.56,241.00098,594.72186,322.5163,653.62805,340.6466,671.68964,245.43336,739.9157,268.19592,812.4686,259.09848,635.48926,404.18884,612.8155,412.99557,667.01514,508.4889,635.44037,594.4935,666.95776,395.10147,721.68286,485.5709,780.5146,572.0339,617.36914,168.27235,635.5336,168.31566,599.1059,186.39326,662.5433,186.46562,821.5494,580.96796,821.3897,567.45636,776.1002,594.6173,662.73083,603.8059,635.57855,608.2209,630.73346,594.6567
9,630.8368,181.97993,631.0707,240.95572,594.55804,240.84058,590.0471,309.04672,635.45105,336.1952,671.8003,245.45186,744.2267,268.1417,812.4988,258.97894,635.45966,404.17102,612.76465,408.76547,667.00433,508.51428,635.4347,594.5456,662.73517,395.09106,721.6653,485.5721,780.61487,576.43915,617.34503,168.2721,635.5174,168.2995,599.11194,186.3746,662.52026,186.40007,821.5947,580.95013,821.45386,567.45593,776.20276,594.6752,662.66235,603.78876,635.5319,608.2174,630.7424,594.70435
9,630.82,181.92986,631.09814,240.91586,594.55,236.61942,590.0565,308.87402,631.07776,335.9834,671.8783,245.4351,744.33716,268.22015,816.68555,258.94656,635.408,408.51422,608.35144,413.00058,666.9741,508.5268,635.40076,594.60046,662.6839,399.54077,721.5889,485.71194,780.6283,576.5022,617.3019,168.24947,635.4896,168.2521,599.0935,186.37161,658.20544,181.9957,821.56006,580.9526,821.43396,567.4524,776.2318,594.7006,662.6171,603.82684,635.50116,608.2675,630.7209,594.74817
9,630.81903,181.88474,631.10364,240.92778,594.543,240.78676,589.93756,308.82346,630.8996,331.641,671.9181,245.44519,744.37915,268.1941,816.8276,254.46062,635.4511,404.20547,612.7371,412.99545,667.0199,508.50464,635.40796,594.6284,662.75946,395.09985,721.6172,485.7388,780.5834,576.51215,617.2809,168.2351,635.4701,164.03423,599.0752,186.35599,658.168,181.86292,821.5445,576.5499,821.3963,567.4129,776.19556,594.70544,662.64795,603.82837,635.5336,608.2736,626.47485,594.78815
9,630.79425,177.43199,631.0892,240.88605,594.4835,236.5745,581.0108,304.4661,626.3186,327.00742,671.9354,245.38759,744.2347,268.1377,816.8373,254.49025,635.3251,404.1687,608.22266,408.74985,667.0349,508.393,635.38086,594.6448,662.60645,395.09155,721.55286,485.68027,780.5535,576.443,617.2605,164.01752,635.4354,163.96838,599.05237,181.95909,658.1273,177.41638,821.5024,572.0124,821.3309,563.07,776.1671,594.6803,662.62823,603.8427,635.51965,608.29364,626.44,594.8082
9,630.72174,177.31494,631.0526,240.87347,594.4281,236.5593,572.07007,304.40317,617.374,322.43625,671.8995,245.34988,739.8477,268.13773,816.7183,254.54901,635.3184,404.1597,608.20636,408.7173,667.006,503.96066,635.3648,594.63495,662.6025,395.1056,717.12427,485.62494,780.4583,571.99243,612.82324,163.95251,635.38666,163.90541,599.00183,181.86162,658.12366,177.3939,821.4299,571.9059,817.04193,562.98065,776.0713,594.6154,662.624,603.8529,635.5086,608.30786,626.4227,594.8034
9,630.6733,172.93858,631.02136,240.81906,594.439,236.496,567.5318,304.14035,608.1847,317.9256,671.82983,241.06139,739.7604,268.1088,812.4715,254.56813,635.3457,404.14395,608.19653,408.6932,666.9894,503.8702,635.3656,594.65857,662.68555,395.06573,717.12445,485.60913,776.2657,571.9378,612.767,163.90471,635.344,163.88483,598.96173,177.40898,658.05725,177.41048,821.4842,567.4942,817.02496,562.8788,775.98474,594.61005,662.6562,603.8554,635.5333,608.3234,626.4242,594.8282
9,630.7197,172.92299,630.9418,240.82428,594.43176,236.53241,567.46783,299.78088,603.68225,313.35715,671.69165,241.06636,739.695,268.0727,812.33514,258.9635,635.2713,404.1499,603.8275,408.7079,667.002,499.46817,635.3576,594.63135,662.58984,395.0647,717.0357,485.56494,776.2004,571.956,612.8194,163.87863,635.3623,163.87027,598.97406,177.35602,658.025,177.39433,821.50714,567.4801,817.02576,562.8551,775.9173,594.6248,662.6974,603.8462,635.56006,608.3154,626.3931,594.80334
9,630.72437,172.87564,630.9517,240.81949,594.4429,236.49301,563.17487,299.8486,599.25665,309.08463,671.7056,245.34941,739.7259,267.92178,812.3657,254.51025,635.2618,404.1655,603.81964,408.71057,667.0132,499.45087,635.35645,594.6436,662.565,395.10947,712.7074,485.66382,776.2313,572.07416,612.79877,163.84662,635.3493,163.82904,594.85,172.97128,653.63025,177.33002,821.35724,567.5121,816.91815,562.9013,775.9715,594.6871,662.7213,603.8484,635.58405,608.32166,626.3849,594.8124
9,630.6816,172.84889,630.9258,240.8047,594.42566,236.47885,563.07623,290.69165,599.15564,308.8354,671.66656,241.04022,739.5503,267.82095,812.3844,254.40913,631.11664,399.70026,603.7917,408.62112,667.0451,499.3847,635.3617,594.66223,662.52057,390.6205,712.6691,481.3261,776.2144,572.0098,612.72876,163.83223,635.31464,163.79971,594.8075,172.97438,653.5978,172.94768,821.383,567.4146,816.9216,562.82367,775.9492,594.66406,662.7424,603.8637,635.61304,608.34235,626.37537,598.998
9,630.65045,168.49722,630.9573,236.57239,594.47125,236.39525,562.95636,286.289,599.00977,308.76804,671.69275,240.97433,735.3144,263.53375,812.3938,250.03624,631.0962,399.69034,603.74457,408.62195,667.0607,499.35938,635.3323,594.6577,662.5155,390.5882,712.6408,481.25836,776.14496,567.61487,608.34314,163.77353,635.28204,163.71356,594.7938,172.89943,653.5742,172.7978,821.42596,563.05414,816.9409,558.5314,775.8731,594.5716,662.7287,603.87683,635.5892,608.3569,626.34375,594.8238
9,626.4766,168.45929,630.932,236.52974,594.4753,236.31488,562.7857,286.17346,594.6677,304.3433,671.6293,240.97658,739.5556,263.58035,812.4457,249.97333,631.0588,399.69675,603.7207,408.64996,667.0516,495.02966,635.32715,594.6535,658.17303,390.5693,712.59503,481.17264,775.9931,567.5383,608.31525,163.74738,635.26294,163.67712,594.7798,172.86362,653.52045,168.48491,821.3616,562.8774,816.8423,558.3609,771.459,594.5356,662.74286,603.8719,635.59766,608.3608,626.3387,594.8168
10,626.41113,168.38098,630.9523,236.44867,594.5306,236.2136,558.4712,281.74847,589.99976,299.8859,671.5932,240.91328,735.3257,263.5545,812.3608,249.90324,631.05316,404.1204,603.7146,408.74957,666.99756,495.04315,635.3332,594.65515,658.1694,390.62738,712.52515,481.21146,775.9265,567.5749,608.2364,163.68918,631.13007,163.62701,594.7599,172.82158,649.13916,168.47139,817.08,562.9037,816.76715,558.3788,771.4241,594.5625,662.76263,603.87225,635.6094,608.37177,626.3441,594.8221
10,626.3046,168.32307,630.8986,236.3665,594.5331,232.01167,558.346,286.16632,590.0343,299.7185,667.36884,240.84502,735.17267,263.45624,812.23663,245.53699,631.0136,404.1077,603.6724,408.74786,666.976,494.99356,635.32227,594.64655,658.1211,390.62546,712.47144,481.23056,775.86884,567.52783,603.8733,163.63902,631.08826,163.57703,594.7251,172.79701,649.1364,168.44374,816.75714,562.87036,812.3385,558.3855,771.4414,594.48926,662.70593,603.8551,635.5571,608.3536,626.3479,594.80774
10,626.3305,168.26353,630.84564,236.30592,594.5103,231.95619,558.3206,281.7623,590.12134,295.3389,667.2362,236.59888,730.75165,263.37476,812.1276,245.46683,631.06903,404.15677,603.7544,412.99664,666.949,495.023,635.29565,594.65576,658.1947,390.64838,708.2456,481.2426,771.59033,567.44086,603.8876,163.59172,631.0969,159.44322,594.71875,168.45062,649.1353,168.41858,816.83887,558.47864,812.31714,558.14935,767.0407,594.4364,662.68335,603.8753,635.5272,608.3731,626.30035,594.8262
10,626.3811,168.22853,630.72705,236.25166,594.4051,231.90184,549.3315,277.07672,581.02026,286.15378,667.1067,236.51324,730.67566,254.56554,812.1563,241.03125,631.03174,404.05365,603.71204,408.72403,662.71643,495.00647,635.32056,594.6579,658.1293,390.5439,708.2352,481.1753,771.5771,567.36847,603.90735,159.46335,631.1189,159.43423,594.69684,168.38261,649.0868,168.44835,816.7925,558.3646,812.3004,553.83795,767.02783,594.3863,662.65924,603.8685,635.51746,608.3601,626.35754,598.9935
10,626.3741,168.23259,630.7064,236.21489,594.3751,231.855,544.80475,272.52383,576.5175,277.27628,667.07544,236.4821,730.6478,254.41951,812.15564,240.91348,631.03827,404.04483,603.7012,408.7231,662.707,494.92395,635.29535,594.65356,658.1566,390.52383,708.2621,481.1099,771.5281,567.34735,608.1754,163.55861,631.11566,159.4362,594.69855,168.3606,649.07184,168.43127,816.8368,558.3219,812.32355,553.7893,766.9585,594.3858,662.59686,603.8028,635.48126,608.31146,626.3285,599.0084
10,626.3461,168.22859,630.68805,236.24586,590.15295,231.98259,540.18945,272.52472,563.0493,277.14465,667.1004,236.42517,730.70764,254.40083,812.10046,240.99461,631.0153,404.11096,603.66156,412.9747,662.7248,494.85715,631.1258,594.5912,658.1327,390.5713,708.2786,476.68713,771.36487,563.1193,603.86,163.56552,631.0862,159.41086,594.68414,168.38863,649.05945,168.34349,816.7863,558.2142,812.2385,553.68134,762.42914,590.1691,662.6071,603.75446,635.4879,608.2627,626.28906,594.80597
11,626.30414,164.00085,630.714,236.19395,590.12067,231.98895,544.7703,268.2662,558.34515,272.73975,667.1631,236.35655,735.13574,254.41635,812.1346,240.90448,631.0289,399.67844,603.6853,408.65506,662.6896,494.8845,635.28253,594.63135,658.1368,390.50348,712.6026,472.17206,762.4918,562.99426,603.8227,159.42749,631.0519,159.34402,594.6839,168.35133,649.0301,168.23586,812.2999,558.39075,807.7571,553.8642,753.35297,590.0428,662.6151,603.72266,635.50696,608.2472,626.31464,599.0081
11,626.2556,163.95058,626.478,236.15227,590.04663,231.95613,549.35565,272.67245,549.26404,272.4284,667.107,236.35031,735.2172,250.02657,812.1448,236.57918,631.0063,399.69382,603.68146,408.6967,662.6384,494.93472,635.2638,594.6039,658.0784,390.47565,712.68164,463.14987,757.8641,562.8509,603.79877,159.37077,631.038,159.29987,594.67316,168.29648,649.0345,164.02106,812.2197,562.77954,807.7384,558.2345,744.47644,585.52374,662.6002,603.6601,635.48706,608.1922,626.2712,599.0148
11,621.92487,163.9071,630.68225,231.98738,589.9534,231.92096,549.30817,281.74487,540.2216,268.0244,667.2046,236.30606,739.58435,249.93253,812.2467,236.50853,631.02704,399.63928,603.6593,408.66055,658.20184,494.94077,631.1115,594.551,658.13214,386.15292,712.7074,463.05292,753.3684,562.9231,603.75757,159.31503,631.00024,159.26773,594.6584,168.24178,649.0002,163.991,807.81824,567.43634,807.6989,562.74585,744.2896,585.6051,662.6768,599.4522,635.5011,603.89886,621.91394,598.9934
11,621.8278,163.86656,630.6914,231.95172,589.9633,231.84808,549.2733,272.6736,540.22437,263.60632,667.2458,236.29305,739.60516,245.45332,812.12024,236.52454,631.00104,399.6508,599.41187,408.64758,658.17896,494.95224,631.081,594.542,658.1404,386.18118,717.03485,458.72876,748.98364,563.0748,603.70233,159.27579,630.9558,159.24615,594.6401,163.99918,644.6209,163.96242,798.80597,581.05304,803.26086,567.46405,744.1814,590.0424,662.75134,603.6332,635.5747,603.8986,621.8627,594.8253
