Timestamp,PoseId,Nose.x,Nose.y,Neck.x,Neck.y,RShoulder.x,RShoulder.y,RElbow.x,RElbow.y,RWrist.x,RWrist.y,LShoulder.x,LShoulder.y,LElbow.x,LElbow.y,LWrist.x,LWrist.y,MidHip.x,MidHip.y,RHip.x,RHip.y,RKnee.x,RKnee.y,RAnkle.x,RAnkle.y,LHip.x,LHip.y,LKnee.x,LKnee.y,LAnkle.x,LAnkle.y,REye.x,REye.y,LEye.x,LEye.y,REar.x,REar.y,LEar.x,LEar.y,LBigToe.x,LBigToe.y,LSmallToe.x,LSmallToe.y,LHeel.x,LHeel.y,RBigToe.x,RBigToe.y,RSmallToe.x,RSmallToe.y,RHeel.x,RHeel.y
 1.7380032539367676,1,490.5092,321.57684,478.6959,519.1542,331.6511,507.38843,0.0,0.0,0.0,0.0,627.3801,517.5341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455.01144,308.04886,512.44476,308.03574,414.52023,368.84433,546.2463,355.33255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 1.872035264968872,1,490.46945,321.5689,478.66013,517.4905,331.70163,507.4234,0.0,0.0,0.0,0.0,627.36896,517.53503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453.36194,306.3626,509.14047,306.34384,414.48956,370.4554,542.8996,351.9398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 2.0039994716644287,1,490.45743,323.22595,478.62402,515.8626,331.70206,507.38425,0.0,0.0,0.0,0.0,627.37006,519.1805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453.34726,306.3914,509.15237,306.35666,414.4842,368.85556,544.5439,355.28912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 2.131999969482422,1,487.13443,321.50763,478.64722,514.1557,331.6755,507.36166,0.0,0.0,0.0,0.0,627.3615,517.53705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453.33102,306.389,509.10324,306.32986,414.49506,370.44635,544.55066,355.29025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 2.2579989433288574,1,488.80017,323.1937,478.62485,514.13654,331.70926,507.36368,0.0,0.0,0.0,0.0,627.3583,517.49695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453.34467,307.99072,509.08148,306.35486,414.48135,368.8734,544.5561,356.97662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 2.386035919189453,1,488.78268,321.57858,478.6335,517.52997,331.7098,507.4387,0.0,0.0,0.0,0.0,629.03107,517.5079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453.34863,307.99042,509.05948,306.362,414.45895,368.86118,544.5723,356.98962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 2.5119991302490234,1,487.13184,321.55914,478.6626,517.52234,331.70398,507.4289,0.0,0.0,0.0,0.0,627.39136,517.53674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453.32373,306.367,507.47104,306.33936,414.46326,368.8677,544.5474,357.0074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 2.6449995040893555,1,487.15012,321.54437,478.65408,517.52673,331.7043,507.45975,0.0,0.0,0.0,0.0,627.3617,519.1628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453.3069,306.3948,509.06345,306.34012,414.46823,370.46426,546.1969,356.9629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 2.768000602722168,1,485.45755,321.5458,478.62485,515.85376,331.63672,507.38574,0.0,0.0,0.0,0.0,629.0245,517.5243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453.33508,308.02957,507.47922,306.34268,412.85822,368.8756,544.5307,356.9794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 2.8950040340423584,1,485.42038,318.10162,478.65695,517.52014,328.30194,507.41318,0.0,0.0,0.0,0.0,629.09125,515.8196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451.6291,304.61572,507.47574,303.02325,412.73926,365.44168,544.5364,355.30127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 3.019001007080078,1,482.1094,306.31754,478.66428,510.79443,323.242,505.71387,0.0,0.0,0.0,0.0,637.51,509.10086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449.90494,291.17786,507.38882,291.12958,409.4291,355.35184,544.51044,338.4225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 3.1450366973876953,1,480.34528,294.51083,476.97818,507.4087,318.1494,500.65854,0.0,0.0,0.0,0.0,639.206,502.3199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444.90057,279.31607,505.7755,279.26678,402.66287,343.52985,542.84094,329.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 3.2770254611968994,1,478.69833,284.33218,476.93988,507.36374,308.043,502.31558,0.0,0.0,0.0,0.0,640.8648,493.84766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439.88937,269.176,505.62772,269.1741,399.25272,335.0229,537.8356,313.10275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 3.4020373821258545,1,476.98264,265.78024,473.5783,497.28867,304.62326,493.85727,0.0,0.0,0.0,0.0,639.2014,483.75568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.15393,252.28828,502.3317,250.6703,397.49557,323.22607,537.7909,316.52527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 3.521001100540161,1,470.25665,252.29956,471.91898,492.23352,302.92935,485.44595,0.0,0.0,0.0,0.0,642.5556,480.38675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.742,243.8033,495.62054,238.8157,395.82877,316.41357,536.1287,314.7147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 3.6410272121429443,1,466.8349,237.09831,473.5827,492.14838,299.56567,483.7535,0.0,0.0,0.0,0.0,647.6481,478.6701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431.3388,228.60075,493.92233,223.62909,390.83423,302.99234,536.1392,301.2808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 3.769036293029785,1,465.16397,223.58,473.60883,480.34183,294.50818,471.93497,0.0,0.0,0.0,0.0,650.9963,471.90042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426.3741,215.10732,493.88083,211.71692,387.4319,291.1811,537.822,289.4711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 3.8940014839172363,1,463.45367,213.40268,473.59094,478.6795,289.41812,471.9222,0.0,0.0,0.0,0.0,652.70264,468.51965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426.27097,208.3102,493.80203,204.94797,385.81842,287.73102,537.7813,282.66525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 4.021000862121582,1,456.71548,206.66414,468.55276,473.60703,282.68893,468.5488,0.0,0.0,0.0,0.0,651.0121,466.8693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.5574,198.1652,492.17276,194.82811,385.7057,279.33014,539.5036,277.5519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 4.152001142501831,1,453.41315,204.90349,468.55673,468.56992,284.36697,465.13528,0.0,0.0,0.0,0.0,649.31525,463.4581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422.86246,196.44696,492.1466,194.71048,384.07846,275.90225,541.1692,275.93762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 4.277000427246094,1,453.26822,208.26776,466.89545,473.58203,284.34906,466.84573,0.0,0.0,0.0,0.0,651.00446,463.46307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422.86862,198.16946,490.52524,194.77628,384.04324,275.8745,542.8456,277.57352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 4.403040170669556,1,451.64825,208.4028,468.56244,476.96725,286.0475,468.54865,0.0,0.0,0.0,0.0,647.6345,466.86722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419.55807,198.23146,488.77356,194.83374,384.0604,259.01102,544.5098,277.6484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 4.5300352573394775,1,449.96954,209.95566,468.5823,476.9538,287.74496,466.8805,0.0,0.0,0.0,0.0,649.322,466.84625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421.18622,203.25685,485.41678,196.51755,385.72263,259.01944,542.88,282.65213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 4.654000997543335,1,449.96878,209.95851,470.2319,478.64832,287.7518,468.55728,0.0,0.0,0.0,0.0,647.6435,466.81287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.85104,208.3128,483.75565,196.57399,385.7529,260.68002,542.8848,287.67618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 4.78900146484375,1,449.88834,209.98448,470.23422,478.6199,289.43033,466.87207,0.0,0.0,0.0,0.0,649.321,466.83124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419.5218,208.33932,482.11667,196.56041,387.41138,262.35052,542.8406,287.6823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
